FECHA,PLAZO,VALOR
2013-01-15,280,3.849997
2013-01-15,308,3.849302
2013-01-15,336,3.848608
2013-01-15,672,3.840272
2013-01-15,1008,3.831936
2013-01-15,1344,3.823601
2013-01-15,1680,3.815265
2013-01-15,2016,3.806929
2013-01-15,2352,3.798594
2013-01-15,2688,3.790258
2013-01-15,3024,3.781923
2013-01-15,3360,3.773587
2013-01-16,28,3.856249
2013-01-16,56,3.855554
2013-01-16,84,3.854859
2013-01-16,112,3.854165
2013-01-16,140,3.85347
2013-01-16,168,3.852775
2013-01-16,196,3.852081
2013-01-16,224,3.851386
2013-01-16,252,3.850691
2013-01-16,280,3.849997
2013-01-16,308,3.849302
2013-01-16,336,3.848608
2013-01-16,672,3.840272
2013-01-16,1008,3.831936
2013-01-16,1344,3.823601
2013-01-16,1680,3.815265
2013-01-16,2016,3.806929
2013-01-16,2352,3.798594
2013-01-16,2688,3.790258
2013-01-16,3024,3.781923
2013-01-16,3360,3.773587
2013-01-17,28,3.856249
2013-01-17,56,3.855554
2013-01-17,84,3.854859
2013-01-17,112,3.854165
2013-01-17,140,3.85347
2013-01-17,168,3.852775
2013-01-17,196,3.852081
2013-01-17,224,3.851386
2013-01-17,252,3.850691
2013-01-17,280,3.849997
2013-01-17,308,3.849302
2013-01-17,336,3.848608
2013-01-17,672,3.840272
2013-01-17,1008,3.831936
2013-01-17,1344,3.823601
2013-01-17,1680,3.815265
2013-01-17,2016,3.806929
2013-01-17,2352,3.798594
2013-01-17,2688,3.790258
2013-01-17,3024,3.781923
2013-01-17,3360,3.773587
2013-01-18,28,3.856249
2013-01-18,56,3.855554
2013-01-18,84,3.854859
2013-01-18,112,3.854165
2013-01-18,140,3.85347
2013-01-18,168,3.852775
2013-01-18,196,3.852081
2013-01-18,224,3.851386
2013-01-18,252,3.850691
2013-01-18,280,3.849997
2013-01-18,308,3.849302
2013-01-18,336,3.848608
2013-01-18,672,3.840272
2013-01-18,1008,3.831936
2013-01-18,1344,3.823601
2013-01-18,1680,3.815265
2013-01-18,2016,3.806929
2013-01-18,2352,3.798594
2013-01-18,2688,3.790258
2013-01-18,3024,3.781923
2013-01-18,3360,3.773587
2013-01-21,28,3.856249
2013-01-21,56,3.855554
2013-01-21,84,3.854859
2013-01-21,112,3.854165
2013-01-21,140,3.85347
2013-01-21,168,3.852775
2013-01-21,196,3.852081
2013-01-21,224,3.851386
2013-01-21,252,3.850691
2013-01-21,280,3.849997
2013-01-21,308,3.849302
2013-01-21,336,3.848608
2013-01-21,672,3.840272
2013-01-21,1008,3.831936
2013-01-21,1344,3.823601
2013-01-21,1680,3.815265
2013-01-21,2016,3.806929
2013-01-21,2352,3.798594
2013-01-21,2688,3.790258
2013-01-21,3024,3.781923
2013-01-21,3360,3.773587
2013-01-22,28,3.856249
2013-01-22,56,3.855554
2013-01-22,84,3.854859
2013-01-22,112,3.854165
2013-01-22,140,3.85347
2013-01-22,168,3.852775
2013-01-22,196,3.852081
2013-01-22,224,3.851386
2013-01-22,252,3.850691
2013-01-22,280,3.849997
2013-01-22,308,3.849302
2013-01-22,336,3.848608
2013-01-22,672,3.840272
2013-01-22,1008,3.831936
2013-01-22,1344,3.823601
2013-01-22,1680,3.815265
2013-01-22,2016,3.806929
2013-01-22,2352,3.798594
2013-01-22,2688,3.790258
2013-01-22,3024,3.781923
2013-01-22,3360,3.773587
2013-01-23,28,3.856249
2013-01-23,56,3.855554
2013-01-23,84,3.854859
2013-01-23,112,3.854165
2013-01-23,140,3.85347
2013-01-23,168,3.852775
2013-01-23,196,3.852081
2013-01-23,224,3.851386
2013-01-23,252,3.850691
2013-01-23,280,3.849997
2013-01-23,308,3.849302
2013-01-23,336,3.848608
2013-01-23,672,3.840272
2013-01-23,1008,3.831936
2013-01-23,1344,3.823601
2013-01-23,1680,3.815265
2013-01-23,2016,3.806929
2013-01-23,2352,3.798594
2013-01-23,2688,3.790258
2013-01-23,3024,3.781923
2013-01-23,3360,3.773587
2013-01-24,28,3.856249
2013-01-24,56,3.855554
2013-01-24,84,3.854859
2013-01-24,112,3.854165
2013-01-24,140,3.85347
2013-01-24,168,3.852775
2013-01-24,196,3.852081
2013-01-24,224,3.851386
2013-01-24,252,3.850691
2013-01-24,280,3.849997
2013-01-24,308,3.849302
2013-01-24,336,3.848608
2013-01-24,672,3.840272
2013-01-24,1008,3.831936
2013-01-24,1344,3.823601
2013-01-24,1680,3.815265
2013-01-24,2016,3.806929
2013-01-24,2352,3.798594
2013-01-24,2688,3.790258
2013-01-24,3024,3.781923
2013-01-24,3360,3.773587
2013-01-25,28,3.856249
2013-01-25,56,3.855554
2013-01-25,84,3.854859
2013-01-25,112,3.854165
2013-01-25,140,3.85347
2013-01-25,168,3.852775
2013-01-25,196,3.852081
2013-01-25,224,3.851386
2013-01-25,252,3.850691
2013-01-25,280,3.849997
2013-01-25,308,3.849302
2013-01-25,336,3.848608
2013-01-25,672,3.840272
2013-01-25,1008,3.831936
2013-01-25,1344,3.823601
2013-01-25,1680,3.815265
2013-01-25,2016,3.806929
2013-01-25,2352,3.798594
2013-01-25,2688,3.790258
2013-01-25,3024,3.781923
2013-01-25,3360,3.773587
2013-01-28,28,3.856249
2013-01-28,56,3.855554
2013-01-28,84,3.854859
2013-01-28,112,3.854165
2013-01-28,140,3.85347
2013-01-28,168,3.852775
2013-01-28,196,3.852081
2013-01-28,224,3.851386
2013-01-28,252,3.850691
2013-01-28,280,3.849997
2013-01-28,308,3.849302
2013-01-28,336,3.848608
2013-01-28,672,3.840272
2013-01-28,1008,3.831936
2013-01-28,1344,3.823601
2013-01-28,1680,3.815265
2013-01-28,2016,3.806929
2013-01-28,2352,3.798594
2013-01-28,2688,3.790258
2013-01-28,3024,3.781923
2013-01-28,3360,3.773587
2013-01-29,28,3.856249
2013-01-29,56,3.855554
2013-01-29,84,3.854859
2013-01-29,112,3.854165
2013-01-29,140,3.85347
2013-01-29,168,3.852775
2013-01-29,196,3.852081
2013-01-29,224,3.851386
2013-01-29,252,3.850691
2013-01-29,280,3.849997
2013-01-29,308,3.849302
2013-01-29,336,3.848608
2013-01-29,672,3.840272
2013-01-29,1008,3.831936
2013-01-29,1344,3.823601
2013-01-29,1680,3.815265
2013-01-29,2016,3.806929
2013-01-29,2352,3.798594
2013-01-29,2688,3.790258
2013-01-29,3024,3.781923
2013-01-29,3360,3.773587
2013-01-30,28,3.856249
2013-01-30,56,3.855554
2013-01-30,84,3.854859
2013-01-30,112,3.854165
2013-01-30,140,3.85347
2013-01-30,168,3.852775
2013-01-30,196,3.852081
2013-01-30,224,3.851386
2013-01-30,252,3.850691
2013-01-30,280,3.849997
2013-01-30,308,3.849302
2013-01-30,336,3.848608
2013-01-30,672,3.840272
2013-01-30,1008,3.831936
2013-01-30,1344,3.823601
2013-01-30,1680,3.815265
2013-01-30,2016,3.806929
2013-01-30,2352,3.798594
2013-01-30,2688,3.790258
2013-01-30,3024,3.781923
2013-01-30,3360,3.773587
2013-01-31,28,3.856249
2013-01-31,56,3.855554
2013-01-31,84,3.854859
2013-01-31,112,3.854165
2013-01-31,140,3.85347
2013-01-31,168,3.852775
2013-01-31,196,3.852081
2013-01-31,224,3.851386
2013-01-31,252,3.850691
2013-01-31,280,3.849997
2013-01-31,308,3.849302
2013-01-31,336,3.848608
2013-01-31,672,3.840272
2013-01-31,1008,3.831936
2013-01-31,1344,3.823601
2013-01-31,1680,3.815265
2013-01-31,2016,3.806929
2013-01-31,2352,3.798594
2013-01-31,2688,3.790258
2013-01-31,3024,3.781923
2013-01-31,3360,3.773587
2013-02-01,28,3.856249
2013-02-01,56,3.855554
2013-02-01,84,3.854859
2013-02-01,112,3.854165
2013-02-01,140,3.85347
2013-02-01,168,3.852775
2013-02-01,196,3.852081
2013-02-01,224,3.851386
2013-02-01,252,3.850691
2013-02-01,280,3.849997
2013-02-01,308,3.849302
2013-02-01,336,3.848608
2013-02-01,672,3.840272
2013-02-01,1008,3.831936
2013-02-01,1344,3.823601
2013-02-01,1680,3.815265
2013-02-01,2016,3.806929
2013-02-01,2352,3.798594
2013-02-01,2688,3.790258
2013-02-01,3024,3.781923
2013-02-01,3360,3.773587
2013-02-05,28,3.856249
2013-02-05,56,3.855554
2013-02-05,84,3.854859
2013-02-05,112,3.854165
2013-02-05,140,3.85347
2013-02-05,168,3.852775
2013-02-05,196,3.852081
2013-02-05,224,3.851386
2013-02-05,252,3.850691
2013-02-05,280,3.849997
2013-02-05,308,3.849302
2013-02-05,336,3.848608
2013-02-05,672,3.840272
2013-02-05,1008,3.831936
2013-02-05,1344,3.823601
2013-02-05,1680,3.815265
2013-02-05,2016,3.806929
2013-02-05,2352,3.798594
2013-02-05,2688,3.790258
2013-02-05,3024,3.781923
2013-02-05,3360,3.773587
2013-02-06,28,3.856249
2013-02-06,56,3.855554
2013-02-06,84,3.854859
2013-02-06,112,3.854165
2013-02-06,140,3.85347
2013-02-06,168,3.852775
2013-02-06,196,3.852081
2013-02-06,224,3.851386
2013-02-06,252,3.850691
2013-02-06,280,3.849997
2013-02-06,308,3.849302
2013-02-06,336,3.848608
2013-02-06,672,3.840272
2013-02-06,1008,3.831936
2013-02-06,1344,3.823601
2013-02-06,1680,3.815265
2013-02-06,2016,3.806929
2013-02-06,2352,3.798594
2013-02-06,2688,3.790258
2013-02-06,3024,3.781923
2013-02-06,3360,3.773587
2013-02-07,28,3.856249
2013-02-07,56,3.855554
2013-02-07,84,3.854859
2013-02-07,112,3.854165
2013-02-07,140,3.85347
2013-02-07,168,3.852775
2013-02-07,196,3.852081
2013-02-07,224,3.851386
2013-02-07,252,3.850691
2013-02-07,280,3.849997
2013-02-07,308,3.849302
2013-02-07,336,3.848608
2013-02-07,672,3.840272
2013-02-07,1008,3.831936
2013-02-07,1344,3.823601
2013-02-07,1680,3.815265
2013-02-07,2016,3.806929
2013-02-07,2352,3.798594
2013-02-07,2688,3.790258
2013-02-07,3024,3.781923
2013-02-07,3360,3.773587
2013-02-08,28,3.856249
2013-02-08,56,3.855554
2013-02-08,84,3.854859
2013-02-08,112,3.854165
2013-02-08,140,3.85347
2013-02-08,168,3.852775
2013-02-08,196,3.852081
2013-02-08,224,3.851386
2013-02-08,252,3.850691
2013-02-08,280,3.849997
2013-02-08,308,3.849302
2013-02-08,336,3.848608
2013-02-08,672,3.840272
2013-02-08,1008,3.831936
2013-02-08,1344,3.823601
2013-02-08,1680,3.815265
2013-02-08,2016,3.806929
2013-02-08,2352,3.798594
2013-02-08,2688,3.790258
2013-02-08,3024,3.781923
2013-02-08,3360,3.773587
2013-02-11,28,3.856249
2013-02-11,56,3.855554
2013-02-11,84,3.854859
2013-02-11,112,3.854165
2013-02-11,140,3.85347
2013-02-11,168,3.852775
2013-02-11,196,3.852081
2013-02-11,224,3.851386
2013-02-11,252,3.850691
2013-02-11,280,3.849997
2013-02-11,308,3.849302
2013-02-11,336,3.848608
2013-02-11,672,3.840272
2013-02-11,1008,3.831936
2013-02-11,1344,3.823601
2013-02-11,1680,3.815265
2013-02-11,2016,3.806929
2013-02-11,2352,3.798594
2013-02-11,2688,3.790258
2013-02-11,3024,3.781923
2013-02-11,3360,3.773587
2013-02-12,28,3.856249
2013-02-12,56,3.855554
2013-02-12,84,3.854859
2013-02-12,112,3.854165
2013-02-12,140,3.85347
2013-02-12,168,3.852775
2013-02-12,196,3.852081
2013-02-12,224,3.851386
2013-02-12,252,3.850691
2013-02-12,280,3.849997
2013-02-12,308,3.849302
2013-02-12,336,3.848608
2013-02-12,672,3.840272
2013-02-12,1008,3.831936
2013-02-12,1344,3.823601
2013-02-12,1680,3.815265
2013-02-12,2016,3.806929
2013-02-12,2352,3.798594
2013-02-12,2688,3.790258
2013-02-12,3024,3.781923
2013-02-12,3360,3.773587
2013-02-13,28,3.856249
2013-02-13,56,3.855554
2013-02-13,84,3.854859
2013-02-13,112,3.854165
2013-02-13,140,3.85347
2013-02-13,168,3.852775
2013-02-13,196,3.852081
2013-02-13,224,3.851386
2013-02-13,252,3.850691
2013-02-13,280,3.849997
2013-02-13,308,3.849302
2013-02-13,336,3.848608
2013-02-13,672,3.840272
2013-02-13,1008,3.831936
2013-02-13,1344,3.823601
2013-02-13,1680,3.815265
2013-02-13,2016,3.806929
2013-02-13,2352,3.798594
2013-02-13,2688,3.790258
2013-02-13,3024,3.781923
2013-02-13,3360,3.773587
2013-02-14,28,3.856249
2013-02-14,56,3.855554
2013-02-14,84,3.854859
2013-02-14,112,3.854165
2013-02-14,140,3.85347
2013-02-14,168,3.852775
2013-02-14,196,3.852081
2013-02-14,224,3.851386
2013-02-14,252,3.850691
2013-02-14,280,3.849997
2013-02-14,308,3.849302
2013-02-14,336,3.848608
2013-02-14,672,3.840272
2013-02-14,1008,3.831936
2013-02-14,1344,3.823601
2013-02-14,1680,3.815265
2013-02-14,2016,3.806929
2013-02-14,2352,3.798594
2013-02-14,2688,3.790258
2013-02-14,3024,3.781923
2013-02-14,3360,3.773587
2013-02-15,28,3.856249
2013-02-15,56,3.855554
2013-02-15,84,3.854859
2013-02-15,112,3.854165
2013-02-15,140,3.85347
2013-02-15,168,3.852775
2013-02-15,196,3.852081
2013-02-15,224,3.851386
2013-02-15,252,3.850691
2013-02-15,280,3.849997
2013-02-15,308,3.849302
2013-02-15,336,3.848608
2013-02-15,672,3.840272
2013-02-15,1008,3.831936
2013-02-15,1344,3.823601
2013-02-15,1680,3.815265
2013-02-15,2016,3.806929
2013-02-15,2352,3.798594
2013-02-15,2688,3.790258
2013-02-15,3024,3.781923
2013-02-15,3360,3.773587
2013-02-18,28,3.856249
2013-02-18,56,3.855554
2013-02-18,84,3.854859
2013-02-18,112,3.854165
2013-02-18,140,3.85347
2013-02-18,168,3.852775
2013-02-18,196,3.852081
2013-02-18,224,3.851386
2013-02-18,252,3.850691
2013-02-18,280,3.849997
2013-02-18,308,3.849302
2013-02-18,336,3.848608
2013-02-18,672,3.840272
2013-02-18,1008,3.831936
2013-02-18,1344,3.823601
2013-02-18,1680,3.815265
2013-02-18,2016,3.806929
2013-02-18,2352,3.798594
2013-02-18,2688,3.790258
2013-02-18,3024,3.781923
2013-02-18,3360,3.773587
2013-02-19,28,3.856249
2013-02-19,56,3.855554
2013-02-19,84,3.854859
2013-02-19,112,3.854165
2013-02-19,140,3.85347
2013-02-19,168,3.852775
2013-02-19,196,3.852081
2013-02-19,224,3.851386
2013-02-19,252,3.850691
2013-02-19,280,3.849997
2013-02-19,308,3.849302
2013-02-19,336,3.848608
2013-02-19,672,3.840272
2013-02-19,1008,3.831936
2013-02-19,1344,3.823601
2013-02-19,1680,3.815265
2013-02-19,2016,3.806929
2013-02-19,2352,3.798594
2013-02-19,2688,3.790258
2013-02-19,3024,3.781923
2013-02-19,3360,3.773587
2013-02-20,28,3.856249
2013-02-20,56,3.855554
2013-02-20,84,3.854859
2013-02-20,112,3.854165
2013-02-20,140,3.85347
2013-02-20,168,3.852775
2013-02-20,196,3.852081
2013-02-20,224,3.851386
2013-02-20,252,3.850691
2013-02-20,280,3.849997
2013-02-20,308,3.849302
2013-02-20,336,3.848608
2013-02-20,672,3.840272
2013-02-20,1008,3.831936
2013-02-20,1344,3.823601
2013-02-20,1680,3.815265
2013-02-20,2016,3.806929
2013-02-20,2352,3.798594
2013-02-20,2688,3.790258
2013-02-20,3024,3.781923
2013-02-20,3360,3.773587
2013-02-21,28,3.856249
2013-02-21,56,3.855554
2013-02-21,84,3.854859
2013-02-21,112,3.854165
2013-02-21,140,3.85347
2013-02-21,168,3.852775
2013-02-21,196,3.852081
2013-02-21,224,3.851386
2013-02-21,252,3.850691
2013-02-21,280,3.849997
2013-02-21,308,3.849302
2013-02-21,336,3.848608
2013-02-21,672,3.840272
2013-02-21,1008,3.831936
2013-02-21,1344,3.823601
2013-02-21,1680,3.815265
2013-02-21,2016,3.806929
2013-02-21,2352,3.798594
2013-02-21,2688,3.790258
2013-02-21,3024,3.781923
2013-02-21,3360,3.773587
2013-02-22,28,3.856249
2013-02-22,56,3.855554
2013-02-22,84,3.854859
2013-02-22,112,3.854165
2013-02-22,140,3.85347
2013-02-22,168,3.852775
2013-02-22,196,3.852081
2013-02-22,224,3.851386
2013-02-22,252,3.850691
2013-02-22,280,3.849997
2013-02-22,308,3.849302
2013-02-22,336,3.848608
2013-02-22,672,3.840272
2013-02-22,1008,3.831936
2013-02-22,1344,3.823601
2013-02-22,1680,3.815265
2013-02-22,2016,3.806929
2013-02-22,2352,3.798594
2013-02-22,2688,3.790258
2013-02-22,3024,3.781923
2013-02-22,3360,3.773587
2013-02-25,28,3.856249
2013-02-25,56,3.855554
2013-02-25,84,3.854859
2013-02-25,112,3.854165
2013-02-25,140,3.85347
2013-02-25,168,3.852775
2013-02-25,196,3.852081
2013-02-25,224,3.851386
2013-02-25,252,3.850691
2013-02-25,280,3.849997
2013-02-25,308,3.849302
2013-02-25,336,3.848608
2013-02-25,672,3.840272
2013-02-25,1008,3.831936
2013-02-25,1344,3.823601
2013-02-25,1680,3.815265
2013-02-25,2016,3.806929
2013-02-25,2352,3.798594
2013-02-25,2688,3.790258
2013-02-25,3024,3.781923
2013-02-25,3360,3.773587
2013-02-26,28,3.856249
2013-02-26,56,3.855554
2013-02-26,84,3.854859
2013-02-26,112,3.854165
2013-02-26,140,3.85347
2013-02-26,168,3.852775
2013-02-26,196,3.852081
2013-02-26,224,3.851386
2013-02-26,252,3.850691
2013-02-26,280,3.849997
2013-02-26,308,3.849302
2013-02-26,336,3.848608
2013-02-26,672,3.840272
2013-02-26,1008,3.831936
2013-02-26,1344,3.823601
2013-02-26,1680,3.815265
2013-02-26,2016,3.806929
2013-02-26,2352,3.798594
2013-02-26,2688,3.790258
2013-02-26,3024,3.781923
2013-02-26,3360,3.773587
2013-02-27,28,3.856249
2013-02-27,56,3.855554
2013-02-27,84,3.854859
2013-02-27,112,3.854165
2013-02-27,140,3.85347
2013-02-27,168,3.852775
2013-02-27,196,3.852081
2013-02-27,224,3.851386
2013-02-27,252,3.850691
2013-02-27,280,3.849997
2013-02-27,308,3.849302
2013-02-27,336,3.848608
2013-02-27,672,3.840272
2013-02-27,1008,3.831936
2013-02-27,1344,3.823601
2013-02-27,1680,3.815265
2013-02-27,2016,3.806929
2013-02-27,2352,3.798594
2013-02-27,2688,3.790258
2013-02-27,3024,3.781923
2013-02-27,3360,3.773587
2013-02-28,28,3.856249
2013-02-28,56,3.855554
2013-02-28,84,3.854859
2013-02-28,112,3.854165
2013-02-28,140,3.85347
2013-02-28,168,3.852775
2013-02-28,196,3.852081
2013-02-28,224,3.851386
2013-02-28,252,3.850691
2013-02-28,280,3.849997
2013-02-28,308,3.849302
2013-02-28,336,3.848608
2013-02-28,672,3.840272
2013-02-28,1008,3.831936
2013-02-28,1344,3.823601
2013-02-28,1680,3.815265
2013-02-28,2016,3.806929
2013-02-28,2352,3.798594
2013-02-28,2688,3.790258
2013-02-28,3024,3.781923
2013-02-28,3360,3.773587
2013-03-01,28,3.856249
2013-03-01,56,3.855554
2013-03-01,84,3.854859
2013-03-01,112,3.854165
2013-03-01,140,3.85347
2013-03-01,168,3.852775
2013-03-01,196,3.852081
2013-03-01,224,3.851386
2013-03-01,252,3.850691
2013-03-01,280,3.849997
2013-03-01,308,3.849302
2013-03-01,336,3.848608
2013-03-01,672,3.840272
2013-03-01,1008,3.831936
2013-03-01,1344,3.823601
2013-03-01,1680,3.815265
2013-03-01,2016,3.806929
2013-03-01,2352,3.798594
2013-03-01,2688,3.790258
2013-03-01,3024,3.781923
2013-03-01,3360,3.773587
2013-03-04,28,3.856249
2013-03-04,56,3.855554
2013-03-04,84,3.854859
2013-03-04,112,3.854165
2013-03-04,140,3.85347
2013-03-04,168,3.852775
2013-03-04,196,3.852081
2013-03-04,224,3.851386
2013-03-04,252,3.850691
2013-03-04,280,3.849997
2013-03-04,308,3.849302
2013-03-04,336,3.848608
2013-03-04,672,3.840272
2013-03-04,1008,3.831936
2013-03-04,1344,3.823601
2013-03-04,1680,3.815265
2013-03-04,2016,3.806929
2013-03-04,2352,3.798594
2013-03-04,2688,3.790258
2013-03-04,3024,3.781923
2013-03-04,3360,3.773587
2013-03-05,28,3.856249
2013-03-05,56,3.855554
2013-03-05,84,3.854859
2013-03-05,112,3.854165
2013-03-05,140,3.85347
2013-03-05,168,3.852775
2013-03-05,196,3.852081
2013-03-05,224,3.851386
2013-03-05,252,3.850691
2013-03-05,280,3.849997
2013-03-05,308,3.849302
2013-03-05,336,3.848608
2013-03-05,672,3.840272
2013-03-05,1008,3.831936
2013-03-05,1344,3.823601
2013-03-05,1680,3.815265
2013-03-05,2016,3.806929
2013-03-05,2352,3.798594
2013-03-05,2688,3.790258
2013-03-05,3024,3.781923
2013-03-05,3360,3.773587
2013-03-06,28,3.856249
2013-03-06,56,3.855554
2013-03-06,84,3.854859
2013-03-06,112,3.854165
2013-03-06,140,3.85347
2013-03-06,168,3.852775
2013-03-06,196,3.852081
2013-03-06,224,3.851386
2013-03-06,252,3.850691
2013-03-06,280,3.849997
2013-03-06,308,3.849302
2013-03-06,336,3.848608
2013-03-06,672,3.840272
2013-03-06,1008,3.831936
2013-03-06,1344,3.823601
2013-03-06,1680,3.815265
2013-03-06,2016,3.806929
2013-03-06,2352,3.798594
2013-03-06,2688,3.790258
2013-03-06,3024,3.781923
2013-03-06,3360,3.773587
2013-03-07,28,3.856249
2013-03-07,56,3.855554
2013-03-07,84,3.854859
2013-03-07,112,3.854165
2013-03-07,140,3.85347
2013-03-07,168,3.852775
2013-03-07,196,3.852081
2013-03-07,224,3.851386
2013-03-07,252,3.850691
2013-03-07,280,3.849997
2013-03-07,308,3.849302
2013-03-07,336,3.848608
2013-03-07,672,3.840272
2013-03-07,1008,3.831936
2013-03-07,1344,3.823601
2013-03-07,1680,3.815265
2013-03-07,2016,3.806929
2013-03-07,2352,3.798594
2013-03-07,2688,3.790258
2013-03-07,3024,3.781923
2013-03-07,3360,3.773587
2013-03-08,28,3.856249
2013-03-08,56,3.855554
2013-03-08,84,3.854859
2013-03-08,112,3.854165
2013-03-08,140,3.85347
